Id,WnvPresent
1,0.0011751115089282393
2,0.0005026528378948569
3,0.000567132665310055
4,0.0003862587327603251
5,0.0003960500471293926
6,0.00043415595428086817
7,0.00043415595428086817
8,0.00020364958618301898
9,0.00018957095744553953
10,0.00020823343947995454
11,0.00014375975297298282
12,8.648677612654865e-05
13,9.26452485146001e-05
14,0.00011281405750196427
15,0.00012138656893512234
16,0.00012138656893512234
17,0.0003492570831440389
18,0.00032231572549790144
19,0.00018580257892608643
20,0.00011731065023923293
21,0.0001432560384273529
22,0.00018026125326287001
23,0.00017195216787513345
24,0.0001787383371265605
25,0.00040588920819573104
26,0.0006936808349564672
27,0.0003298774245195091
28,0.00021603961067739874
29,0.00023389306443277746
30,0.0003368938632775098
31,0.0003368938632775098
32,0.0003368938632775098
33,4.313370300224051e-05
34,5.985800453345291e-05
35,3.7885165511397645e-05
36,1.9939114281442016e-05
37,2.0640580260078423e-05
38,2.202840187237598e-05
39,2.202840187237598e-05
40,2.7876794774783775e-05
41,9.529452654533088e-05
42,0.00020389807468745857
43,7.281690341187641e-05
44,5.4016443755244836e-05
45,5.812030940433033e-05
46,6.790273619117215e-05
47,5.256894291960634e-05
48,6.790273619117215e-05
49,2.748675979091786e-05
50,0.00010030924750026315
51,2.3949576643644832e-05
52,1.961393718374893e-05
53,2.70303735305788e-05
54,2.185016273870133e-05
55,2.340426181035582e-05
56,2.2333249944495037e-05
57,4.241761052981019e-05
58,0.0001236446260008961
59,3.990560071542859e-05
60,4.1425013478146866e-05
61,4.2936178942909464e-05
62,3.986927549703978e-05
63,3.986927549703978e-05
64,3.986927549703978e-05
65,7.048128463793546e-05
66,0.00012563186464831233
67,7.14187408448197e-05
68,5.2065941417822614e-05
69,5.554923336603679e-05
70,6.351219781208783e-05
71,6.351219781208783e-05
72,6.351219781208783e-05
73,0.0014972112840041518
74,0.0010104832472279668
75,0.00028971745632588863
76,0.0002712872810661793
77,0.0003126140218228102
78,0.00035981088876724243
79,0.00035981088876724243
80,0.00035981088876724243
81,8.677558798808604e-05
82,0.00012485678598750383
83,7.822321640560403e-05
84,4.999112934456207e-05
85,5.44204049219843e-05
86,6.358012615237385e-05
87,6.358012615237385e-05
88,6.358012615237385e-05
89,0.0003278754884377122
90,0.0005346729885786772
91,0.00020584306912496686
92,0.0001490840659243986
93,0.00013765647599939257
94,0.00014519039541482925
95,0.00014519039541482925
96,0.00021553286933340132
97,0.0008957457612268627
98,0.0006286558345891535
99,0.000718595169018954
100,0.0002268949174322188
101,0.00024489176576025784
102,0.0003545162617228925
103,0.0003545162617228925
104,0.0003545162617228925
105,0.00013157731154933572
106,0.00013630524335894734
107,0.0001802660699468106
108,6.882184970891103e-05
109,6.998106255196035e-05
110,7.658252434339374e-05
111,7.658252434339374e-05
112,8.520313713233918e-05
113,0.0003754523932002485
114,0.0005056584486737847
115,0.0005034296191297472
116,0.0003148957621306181
117,0.00031485073850490153
118,0.00042032828787341714
119,0.00037913743290118873
120,0.0004582936526276171
121,6.437341653509066e-05
122,0.00017974703223444521
123,0.00012727001740131527
124,6.162579666124657e-05
125,7.47182930354029e-05
126,0.00010195452341577038
127,0.00010195452341577038
128,8.068731403909624e-05
129,4.263701703166589e-05
130,9.624548692954704e-05
131,8.940328552853316e-05
132,3.657715205918066e-05
133,3.799638943746686e-05
134,5.170706572243944e-05
135,5.170706572243944e-05
136,5.170706572243944e-05
137,0.0003734465572051704
138,0.00018591422121971846
139,0.00028983375523239374
140,0.00010138939251191914
141,0.00010743537859525532
142,0.00012944011541549116
143,0.00012944011541549116
144,0.00012944011541549116
145,0.0002602549211587757
146,0.0001704604219412431
147,0.00015373264614026994
148,9.183279325952753e-05
149,9.765503637026995e-05
150,0.0001368519733659923
151,0.0001368519733659923
152,0.0001368519733659923
153,0.00034605429391376674
154,0.00024474726524204016
155,0.00020576712267939
156,0.0001368167286273092
157,0.000141046941280365
158,0.00019649490423034877
159,0.00019649490423034877
160,0.00019649490423034877
161,0.0004454741720110178
162,0.00022387098579201847
163,0.0002083903382299468
164,0.000117155046609696
165,0.00012349816097412258
166,0.00011989180347882211
167,0.00011989180347882211
168,0.00011989180347882211
169,4.752602762891911e-05
170,0.00013490371929947287
171,5.605903425021097e-05
172,4.588237061398104e-05
173,5.256036820355803e-05
174,5.878826414118521e-05
175,5.3191211918601766e-05
176,6.0454382037278265e-05
177,3.9278031181311235e-05
178,9.106235665967688e-05
179,5.080337723484263e-05
180,4.103215906070545e-05
181,4.9531779950484633e-05
182,3.7557929317699745e-05
183,4.9196700274478644e-05
184,4.9196700274478644e-05
185,4.5083401346346363e-05
186,0.00014036816719453782
187,7.488099799957126e-05
188,5.6730623327894136e-05
189,6.687927088933066e-05
190,6.777438829885796e-05
191,6.777438829885796e-05
192,6.777438829885796e-05
193,8.092587813735008e-05
194,5.681507900590077e-05
195,4.232988430885598e-05
196,4.159860691288486e-05
197,4.311602242523804e-05
198,4.726605038740672e-05
199,4.726605038740672e-05
200,4.726605038740672e-05
201,1.8520671801525168e-05
202,4.589563104673289e-05
203,2.735501948336605e-05
204,2.1978312361170538e-05
205,2.2780088329454884e-05
206,2.5479401301709004e-05
207,2.5479401301709004e-05
208,3.752269913093187e-05
209,0.0002416554489172995
210,0.0002821491798385978
211,0.00018518972501624376
212,0.00011002701648976654
213,0.00013536760525312275
214,0.00015446054749190807
215,0.0001893919106805697
216,0.0001893919106805697
217,0.0002654276031535119
218,0.0006577000604011118
219,0.00032146688317880034
220,0.00023555272491648793
221,0.00028235558420419693
222,0.00032986735459417105
223,0.0003530966059770435
224,0.00032986735459417105
225,0.0002122788573615253
226,0.0003047530190087855
227,0.00020276044961065054
228,0.0001687164476606995
229,0.000161401680088602
230,9.841647261055186e-05
231,0.000194358013686724
232,8.637806604383513e-05
233,0.00042518379632383585
234,0.0003842648002319038
235,0.0003747004084289074
236,0.0001803872874006629
237,0.00019551134028006345
238,0.0001854209986049682
239,0.00018979431479237974
240,0.00022761232685297728
241,9.439742279937491e-05
242,0.0001946230186149478
243,0.00011904867278644815
244,7.162219117162749e-05
245,7.427387026837096e-05
246,7.75000371504575e-05
247,7.836828444851562e-05
248,7.836828444851562e-05
249,0.00012169230467407033
250,0.00022382594761438668
251,0.00015477265696972609
252,8.89899893081747e-05
253,9.29408852243796e-05
254,0.00010188619489781559
255,0.00010188619489781559
256,0.00010188619489781559
257,8.246216020779684e-05
258,0.00024076199042610824
259,0.00020130106713622808
260,9.541209146846086e-05
261,0.00010532145097386092
262,0.00011240257299505174
263,0.00011240257299505174
264,0.00011240257299505174
265,9.687797137303278e-05
266,0.00031774863600730896
267,0.00015239123604260385
268,0.00010046241368399933
269,0.00010822785407071933
270,0.00011521988199092448
271,0.00011521988199092448
272,0.00011521988199092448
273,0.00011036074283765629
274,0.0005196960410103202
275,0.0003833605151157826
276,0.00015705407713539898
277,0.00016850855899974704
278,0.0001884729863377288
279,0.0001884729863377288
280,0.0001884729863377288
281,3.3362033718731254e-05
282,0.00018208495748694986
283,0.00013934305752627552
284,6.89678272465244e-05
285,0.00015294135664589703
286,0.00016070478886831552
287,0.00016070478886831552
288,0.00016070478886831552
289,9.469178621657193e-05
290,0.00019729202904272825
291,0.0001811589754652232
292,9.724422125145793e-05
293,0.00010814562847372144
294,0.0001136354694608599
295,0.0001136354694608599
296,0.0001136354694608599
297,0.00041301027522422373
298,0.00014627289783675224
299,0.00019748607883229852
300,6.0734459111699834e-05
301,6.653665332123637e-05
302,9.13960684556514e-05
303,9.13960684556514e-05
304,9.13960684556514e-05
305,0.0003248626599088311
306,0.00025682811974547803
